lv,rank_self_1_km_pos,rank_self_1_km_neg
-0.214510784962763,0.171498585142509,-0.171498585142509
-0.772086690557461,-0.102899151085505,0.102899151085505
-0.607019880852073,-1.20049009599756,1.20049009599756
0.576592819155227,0.58309518948453,-0.58309518948453
-0.626417132683812,0.445896321370523,-0.445896321370523
0.780073794252883,-1.06329122788355,1.06329122788355
-0.604737851224809,-0.514495755427527,0.514495755427527
2.68442751820422,0.857492925712544,-0.857492925712544
-0.031948414781688,0.720294057598537,-0.720294057598537
-0.0680805505466924,-0.0342997170285018,0.0342997170285018
0.805556458423991,-0.240098019199512,0.240098019199512
-0.524866814270589,-0.994691793826551,0.994691793826551
1.58524991440566,0.377296887313519,-0.377296887313519
0.543883727831118,1.40628839816857,-1.40628839816857
-0.871735317614631,-0.720294057598537,0.720294057598537
-0.0650378443770078,1.26908953005457,-1.26908953005457
-0.471239118029899,0.651694623541534,-0.651694623541534
-0.637446942548919,0.514495755427527,-0.514495755427527
0.900260687955424,-1.47488783222558,1.47488783222558
-0.727206774554614,0.926092359769548,-0.926092359769548
-1.0143621693186,1.06329122788355,-1.06329122788355
-0.971383944671801,-0.651694623541534,0.651694623541534
-0.980512063180855,-1.61208670033958,1.61208670033958
-0.932209102737112,0.0342997170285018,-0.0342997170285018
-0.895316290429687,0.240098019199512,-0.240098019199512
1.33004293442337,-0.58309518948453,0.58309518948453
-0.899880349684213,0.994691793826551,-0.994691793826551
-0.549588801899277,-1.68068613439659,1.68068613439659
0.929927073109849,1.33768896411157,-1.33768896411157
2.16336408664573,-1.13189066194056,1.13189066194056
-0.227442286183922,-1.26908953005457,1.26908953005457
-0.619190705530811,-0.788893491655541,0.788893491655541
1.71684695624452,-0.926092359769548,0.926092359769548
1.25359494191005,-0.377296887313519,0.377296887313519
-0.470858779758688,0.308697453256516,-0.308697453256516
-0.356376960124306,-0.308697453256516,0.308697453256516
-0.931448426194691,1.20049009599756,-1.20049009599756
-0.975187327383907,-1.33768896411157,1.33768896411157
-0.0745463011572721,-0.445896321370523,0.445896321370523
2.05610869416435,1.47488783222558,-1.47488783222558
-0.704006140010769,1.61208670033958,-1.61208670033958
1.02577231745491,-0.857492925712544,0.857492925712544
-0.353714592225832,-0.171498585142509,0.171498585142509
0.830658784323889,0.102899151085505,-0.102899151085505
-0.330894295953198,1.54348726628258,-1.54348726628258
-0.989640181689908,-1.40628839816857,1.40628839816857
1.69668902787036,1.13189066194056,-1.13189066194056
-0.777411426354409,0.788893491655541,-0.788893491655541
-0.733672525165193,1.68068613439659,-1.68068613439659
-0.869072949716157,-1.54348726628258,1.54348726628258
