lv,rank_norm_kl_diff_pos,rank_norm_kl_diff_neg
-0.168491616845216,1.67103524917541,-1.67103524917541
-0.726103325116845,1.58952133458148,-1.58952133458148
-0.561025916256076,-1.18195176161187,1.18195176161187
0.622662785068145,-1.01892393242403,1.01892393242403
-0.580424413610683,1.10043784701795,-1.10043784701795
-0.558743740096711,0.448326530266572,-0.448326530266572
2.73063283093538,1.50800741998756,-1.50800741998756
0.0140824759040211,-0.774382188642261,0.774382188642261
-0.0220519799525988,0.855896103236183,-0.855896103236183
0.851641126391147,-1.34497959079972,1.34497959079972
-0.478867574518919,1.18195176161187,-1.18195176161187
0.589951593450574,0.611354359454417,-0.611354359454417
-0.82575835074247,-1.58952133458148,1.58952133458148
-0.0190090784067782,-0.692868274048339,0.692868274048339
-0.425236434773831,-1.67103524917541,1.67103524917541
-0.591454931714282,-1.42649350539364,1.42649350539364
0.946351437004814,1.34497959079972,-1.34497959079972
-0.968394360702812,0.203784786484806,-0.203784786484806
-0.925413376368096,-0.855896103236183,0.855896103236183
-0.934542081005557,-0.36681261567265,0.36681261567265
-0.886236018965655,-1.26346567620579,1.26346567620579
-0.84934083772258,-0.529840444860495,0.529840444860495
-0.853905190041311,0.285298701078728,-0.285298701078728
0.976019727076565,-1.50800741998756,1.50800741998756
2.2095359412136,1.01892393242403,-1.01892393242403
-0.310366901419103,0.529840444860495,-0.529840444860495
-0.181423948414954,0.774382188642261,-0.774382188642261
-0.573197522439359,-0.122270871890883,0.122270871890883
1.76299013936442,0.122270871890883,-0.122270871890883
1.29970837901323,0.937410017830106,-0.937410017830106
-0.424856072080603,-0.448326530266572,0.448326530266572
-0.8854752935792,-0.0407569572969611,0.0407569572969611
-0.929217003300371,-0.203784786484806,0.203784786484806
-0.0285181457374676,1.42649350539364,-1.42649350539364
2.10227366172342,-0.285298701078728,0.285298701078728
-0.658018403029109,-1.10043784701795,1.10043784701795
-0.30770436256651,-0.937410017830106,0.937410017830106
0.876745064144167,1.26346567620579,-1.26346567620579
-0.284882600972855,0.0407569572969611,-0.0407569572969611
-0.943670785643019,0.692868274048339,-0.692868274048339
1.74283091662336,-0.611354359454417,0.611354359454417
-0.823095811889877,0.36681261567265,-0.36681261567265
