lv,rank_self_1_km_pos,rank_self_1_km_neg
-0.156441955034286,0,0
-0.726992192550208,-0.310252613997011,0.310252613997011
-0.558084414186013,-1.34442799398705,1.34442799398705
0.653069978139737,0.517087689995019,-0.517087689995019
-0.577933024085953,0.310252613997011,-0.310252613997011
0.861285787874401,-1.13759291798904,1.13759291798904
-0.55574928360955,-0.620505227994023,0.620505227994023
2.80995225393322,0.930757841991035,-0.930757841991035
0.0303684910827959,0.723922765993027,-0.723922765993027
-0.00660440971120999,-0.206835075998008,0.206835075998008
0.887361412644911,-0.413670151996015,0.413670151996015
-0.474019713433326,-1.03417537999004,1.03417537999004
1.68519769293662,0.206835075998008,-0.206835075998008
0.619599773210426,1.55126306998506,-1.55126306998506
-0.828959561055783,-0.930757841991035,0.930757841991035
-0.00349090227592528,1.34442799398705,-1.34442799398705
-0.419144144886433,0.620505227994023,-0.620505227994023
-0.58921948853886,0.413670151996015,-0.413670151996015
0.984269331568147,-1.44784553198605,1.44784553198605
-0.681067957879759,1.03417537999004,-1.03417537999004
-0.974905222084753,1.24101045598805,-1.24101045598805
-0.930926929561356,-0.827340303992031,0.827340303992031
-0.940267451867211,-1.55126306998506,1.55126306998506
-0.890840521332066,-0.103417537999004,0.103417537999004
-0.853089243679239,0.103417537999004,-0.103417537999004
1.42405225680211,-0.723922765993027,0.723922765993027
-0.857759504832166,1.13759291798904,-1.13759291798904
-0.499316961345014,-1.65468060798406,1.65468060798406
1.01462602906217,1.44784553198605,-1.44784553198605
2.27676410564071,-1.24101045598805,1.24101045598805
-0.301609239204436,-0.517087689995019,0.517087689995019
-0.732440830561957,0.827340303992031,-0.827340303992031
-0.687684161179739,1.65468060798406,-1.65468060798406
