lv,rank_norm_kl_diff_pos,rank_norm_kl_diff_neg
-0.104598029901417,1.63430112615153,-1.63430112615153
-0.679819283360139,1.50355703605941,-1.50355703605941
-0.509528680358035,-0.849836585598797,0.849836585598797
0.711541265592541,-0.719092495506675,0.719092495506675
-0.529539788084088,0.98058067569092,-0.98058067569092
-0.507174432390263,0.326860225230307,-0.326860225230307
2.88608163849039,1.37281294596729,-1.37281294596729
0.0837418075202659,-0.457604315322429,0.457604315322429
0.0464662146972245,0.719092495506675,-0.719092495506675
0.947750811692235,-1.11132476578304,1.11132476578304
-0.424775753518277,1.11132476578304,-1.11132476578304
0.677797044721157,0.588348405414552,-0.588348405414552
-0.782621444619474,-1.50355703605941,1.50355703605941
0.0496052119875859,-0.326860225230307,0.326860225230307
-0.369450926275658,-1.63430112615153,1.63430112615153
-0.540918653261648,-1.24206885587517,1.24206885587517
1.04545210235473,1.24206885587517,-1.24206885587517
-0.929761942605164,0.0653720450460613,-0.0653720450460613
-0.88542360587881,-0.588348405414552,0.588348405414552
-0.894840597749894,-0.0653720450460613,0.0653720450460613
-0.845009015765407,-0.98058067569092,0.98058067569092
-0.806948673619775,-0.196116135138184,0.196116135138184
-0.811657169555317,0.196116135138184,-0.196116135138184
1.07605732593576,-1.37281294596729,1.37281294596729
2.348528352516,0.849836585598797,-0.849836585598797
-0.250953778564516,0.457604315322429,-0.457604315322429
