id,norm_kl_diff_pos_voxels,norm_kl_diff_pos_volume
301,1,8
302,0,0
303,0,0
304,0,0
305,0,0
307,0,0
308,1,8
309,0,0
310,1,8
311,0,0
312,0,0
314,1,8
315,0,0
316,0,0
317,0,0
318,0,0
319,2,16
321,0,0
322,0,0
323,0,0
324,0,0
325,0,0
327,0,0
329,0,0
330,0,0
401,0,0
402,0,0
403,0,0
404,0,0
405,0,0
406,0,0
407,0,0
408,0,0
409,0,0
410,0,0
411,0,0
413,0,0
414,0,0
415,0,0
416,0,0
417,0,0
420,0,0
